	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
4584	Ajami	Feb	3	2010	1.0	0.621859	2.721096	/title/tt1077262/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama']	['nm3360446/', 'nm3358440/', 'nm3351889/', 'nm3358418/', 'nm3358291/', 'nm3359867/', 'nm2738713/', 'nm3359029/', 'nm3360268/', 'nm3359095/']	8.3	nm1060922
4585	Orgazmo	Oct	23	1998	1.0	0.582024	0.627287	/title/tt0124819/?ref_=fn_al_tt_1	['French']	['USA']	['Comedy', 'Sci-Fi']	['nm0005295/', 'nm0045379/', 'nm0704632/', 'nm0414554/', 'nm0000465/', 'nm0447211/', 'nm0242544/', 'nm0001778/', 'nm0910383/', 'nm0481815/']	7.1	nm0608936
4586	The Future	Jul	29	2011	1.0	0.568662	1.239174	/title/tt0082517/?ref_=fn_al_tt_1	['English']	[]	['Comedy']	['nm0000316/', 'nm0001123/', 'nm0001404/', 'nm0466327/', 'nm0001458/', 'nm0137030/', 'nm0002138/', 'nm0827298/', 'nm0338922/', 'nm0128377/']	7.2	nm0954576
4587	All the Real Girls	Feb	14	2003	1.0	0.549666	0.70302	/title/tt0299458/?ref_=fn_al_tt_1	[]	['France', 'USA', 'Iran']	['Drama', 'Romance']	['nm0773973/', 'nm0221046/', 'nm0924154/', 'nm1144419/', 'nm0173997/', 'nm0566187/', 'nm0610161/', 'nm1470571/', 'nm1472133/', 'nm0165101/']	7.2	nm0000033
4588	Dream With The Fishes	Jun	20	1997	1.0	0.542909	0.542909	/title/tt0119019/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama']	['nm0000274/', 'nm0402358/', 'nm0001550/', 'nm0002062/', 'nm0569011/', 'nm0293422/', 'nm0699243/', 'nm0056342/', 'nm0064015/', 'nm0339923/']	6.5	nm0591171
4589	The Act of Killing	Jul	19	2013	1.0	0.486919	0.501289	/title/tt2375605/?ref_=fn_al_tt_1	['English']	['USA', 'Poland']	['Documentary', 'Biography', 'Crime']	['nm5262787/', 'nm5262780/', 'nm5262761/', 'nm5262822/', 'nm5262794/', 'nm5262891/', 'nm2622747/', 'nm5262959/', 'nm5262742/', 'nm6132690/']	4.1	nm0000697
4590	Blue Car	May	2	2003	1.0	0.464126	0.475367	/title/tt0290145/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama']	['nm0000657/', 'nm0115671/', 'nm0171513/', 'nm0004920/', 'nm0118568/', 'nm1036292/', 'nm1107181/', 'nm1107115/', 'nm1134434/', 'nm0035936/']	5.4	nm0154877
4591	Wristcutters: A Love Story	Oct	19	2007	1.0	0.446165	0.473769	/title/tt0477139/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Fantasy']	['nm0297578/', 'nm0815370/', 'nm0924154/', 'nm0004753/', 'nm0095478/', 'nm0072344/', 'nm0100807/', 'nm1058798/', 'nm0186728/', 'nm0001823/']	7.2	nm0216459
4592	Luminarias	May	5	2000	1.0	0.428535	0.428535	/title/tt0160498/?ref_=fn_al_tt_1	['English']	['France', 'Guadeloupe']	['Comedy', 'Romance']	['nm0273490/', 'nm0000836/', 'nm0001507/', 'nm0000296/', 'nm0239449/', 'nm0610400/', 'nm0650969/', 'nm0520203/', 'nm0520199/', 'nm0351072/']	5.3	nm0201524
4593	I Origins	Jul	18	2014	1.0	0.336472	0.852399	/title/tt2884206/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Sci-Fi']	['nm0685856/', 'nm3081796/', 'nm2793591/', 'nm1779870/', 'nm3793523/', 'nm0336517/', 'nm5656984/', 'nm5656959/', 'nm0015488/', 'nm6636608/']	6.5	nm0368871
4594	Antarctica: A Year on Ice	Nov	28	2014	1.0	0.288757	0.288757	/title/tt2361700/?ref_=fn_al_tt_1	['English']	[]	['Documentary', 'Adventure', 'Biography']	['nm3588427/', 'nm6946177/', 'nm5302095/', 'nm5301679/', 'nm5301430/', 'nm5300951/', 'nm5359672/', 'nm5300869/', 'nm4830779/', 'nm5301474/']	5.2	nm0000406
4595	The Battle of Shaker Heights	Aug	22	2003	1.0	0.280351	0.839145	/title/tt0357470/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Comedy']	['nm0479471/', 'nm0711805/', 'nm0005442/', 'nm0443004/', 'nm0000599/', 'nm0032375/', 'nm0006669/', 'nm0936403/', 'nm1239485/', 'nm0609845/']	5.5	nm0000490
4596	Taxi to the Dark Side	Jan	18	2008	1.0	0.274661	0.304472	/title/tt0854678/?ref_=fn_al_tt_1	['Persian']	['USA']	['Documentary', 'Crime', 'War']	['nm0316795/', 'nm1965007/', 'nm2546181/', 'nm3254802/', 'nm2817089/', 'nm0124133/', 'nm0128417/', 'nm3255930/', 'nm3254621/', 'nm3238610/']		nm0788940
4597	Guiana 1838	Sep	24	2004	1.0	0.227241	0.227241	/title/tt0428609/?ref_=fn_al_tt_1	['English']	['USA', 'Un']	['Drama']	['nm1742699/', 'nm1567153/', 'nm0310173/', 'nm1742016/', 'nm1947841/', 'nm1551133/', 'nm1632135/', 'nm1745534/', 'nm1919466/', 'nm7631913/']	7.4	nm1490123
4598	Love Lisa	Dec	30	2002	1.0	0.213137	0.213137	/title/tt0380510/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'Fantasy', 'Thriller']	['nm0000242/', 'nm0001838/', 'nm0000215/', 'nm0001804/', 'nm0408284/', 'nm1519680/', 'nm0570860/', 'nm2852584/', 'nm2201022/', 'nm2762245/']	3.7	
4599	Once in a Lifetime: the Extraordinary Story of the New York Cosmos	Jul	7	2006	1.0	0.144601	0.215559	/title/tt0489247/?ref_=fn_al_tt_1	['English']	['USA']	['Documentary', 'Sport']	['nm0259898/', 'nm2650920/', 'nm0000369/', 'nm1705160/', 'nm1705102/', 'nm1705020/', 'nm2865805/', 'nm0745047/', 'nm2864566/', 'nm2868009/']	7.8	nm0151540
4600	Lisa Picard is Famous	Aug	22	2001	1.0	0.113433	0.113433	/title/tt0233699/?ref_=fn_al_tt_1	['German']	['USA']	['Comedy', 'Drama']	['nm0456507/', 'nm0223249/', 'nm0001162/', 'nm0518687/', 'nm0000113/', 'nm0000402/', 'nm0001271/', 'nm0377750/', 'nm0000490/', 'nm0000542/']	6.4	nm0619762
4601	Beyond the Brick: A LEGO Brickumentary	Jul	31	2015	1.0	0.101531	0.101531	/title/tt3214286/?ref_=fn_al_tt_1	['Spanish']	['UK']	['Documentary']	['nm0000867/', 'nm6532676/', 'nm8063957/', 'nm7489958/', 'nm2357865/', 'nm2184649/', 'nm7582501/', 'nm7502267/', 'nm3530861/', 'nm2191896/']	8.1	nm0518836
4602	The House of the Devil	Oct	30	2009	1.0	0.101215	0.102812	/title/tt1172994/?ref_=fn_al_tt_1	['English']	['UK']	['Horror']	['nm2439994/', 'nm0006888/', 'nm0001862/', 'nm1950086/', 'nm1410105/', 'nm0908914/', 'nm1683366/', 'nm3359619/', 'nm1486239/', 'nm2231048/']	6.5	nm0000033
4603	Hardflip	Jun	1	2012	1.0	0.096734	0.096734	/title/tt1907639/?ref_=fn_al_tt_1	['English']	['Iran', 'France']	['Action', 'Drama']	['nm1357477/', 'nm0773884/', 'nm0000275/', 'nm1012084/', 'nm2150555/', 'nm0584091/', 'nm3556158/', 'nm2490198/', 'nm4194449/', 'nm3448874/']	8.3	nm0000033
4604	Creative Control	Mar	11	2016	1.0	0.063014	0.063014	/title/tt3277624/?ref_=fn_al_tt_1	[]	['USA']	['Drama', 'Sci-Fi']	['nm2196568/', 'nm0954253/', 'nm2872012/', 'nm3083352/', 'nm2551886/', 'nm2448354/', 'nm4961176/', 'nm4833579/', 'nm5474788/', 'nm2993517/']	5.5	
4605	Chocolate: Deep Dark Secrets	Sep	16	2005	1.0	0.049	1.549	/title/tt0454431/?ref_=fn_al_tt_1	['English']	['France', 'USA']	['Crime', 'Drama', 'Mystery']	['nm0438463/', 'nm0792911/', 'nm0451174/', 'nm1431656/', 'nm0451234/', 'nm1890268/', 'nm1892086/', 'nm0001978/', 'nm3970178/', 'nm1795256/']	7.8	nm0220600
4606	The Perfect Host	Jul	1	2011	1.0	0.048764	0.051587	/title/tt1334553/?ref_=fn_al_tt_1	['Norwegian']	['USA']	['Comedy', 'Crime', 'Thriller']	['nm0001383/', 'nm0186728/', 'nm0021132/', 'nm1640173/', 'nm0675213/', 'nm1502234/', 'nm0714761/', 'nm1559342/', 'nm0156475/', 'nm0026460/']	5.6	nm0101741
4607	The Last Big Thing	Sep	25	1998	1.0	0.022434	0.022434	/title/tt0161743/?ref_=fn_al_tt_1	['English']	['Germany']	['Comedy', 'Drama']	['nm0958539/', 'nm0374233/', 'nm0749263/', 'nm0225442/', 'nm0266120/', 'nm0258884/', 'nm0521033/', 'nm0891485/', 'nm0697992/', 'nm0615992/']	6.6	nm0000233
4608	Safe Men	Aug	7	1998	1.0	0.02121	0.02121	/title/tt0120813/?ref_=fn_al_tt_1	['English', 'Swedish']	['Argentina', 'Spain']	['Comedy', 'Crime']	['nm0005377/', 'nm0001872/', 'nm0503627/', 'nm0316079/', 'nm0773118/', 'nm0456454/', 'nm0749263/', 'nm0656929/', 'nm0001213/', 'nm0795290/']	4.6	nm0044803
4609	Speedway Junky	Aug	31	2001	1.0	0.017127	0.017127	/title/tt0155197/?ref_=fn_al_tt_1	['English']	['France', 'USA']	['Crime', 'Drama', 'Romance']	['nm0103038/', 'nm0112890/', 'nm0001795/', 'nm0000435/', 'nm0005485/', 'nm0000475/', 'nm0881948/', 'nm0291785/', 'nm0719606/', 'nm0310493/']	7.3	nm0006476
4610	Hits	Feb	13	2015	1.0	0.015156	0.015156	/title/tt3145220/?ref_=fn_al_tt_1	['English', 'German']	['USA']	['Comedy', 'Drama']	['nm2993517/', 'nm0909768/', 'nm1894391/', 'nm1544084/', 'nm1169531/', 'nm1818151/', 'nm0781238/', 'nm0462712/', 'nm0728762/', 'nm0137856/']	6.9	nm0485943
4611	The Specials	Sep	22	2000	1.0	0.012996	0.012996	/title/tt0181836/?ref_=fn_al_tt_1	['English']	[]	['Action', 'Comedy', 'Fantasy']	['nm0480465/', 'nm0000507/', 'nm0005085/', 'nm0777372/', 'nm0002006/', 'nm0108295/', 'nm0168907/', 'nm0348231/', 'nm0339460/', 'nm0348181/']	4.5	nm1741105
4612	16 to Life	Sep	3	2010	1.0	0.011574	0.011574	/title/tt1130087/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Romance']	['nm0386645/', 'nm0000622/', 'nm2057036/', 'nm1743031/', 'nm0004968/', 'nm0745194/', 'nm1390215/', 'nm2032150/', 'nm0242405/', 'nm0236202/']		nm1155957
4613	Alone with Her	Jan	17	2007	1.0	0.010787	0.844377	/title/tt0472259/?ref_=fn_al_tt_1	['English']	['Norway']	['Crime', 'Drama', 'Thriller']	['nm0004988/', 'nm0847799/', 'nm0819079/', 'nm1555200/', 'nm0092998/', 'nm0035348/', 'nm2512441/', 'nm2512490/', '', '']	6.5	nm0530975
4614	Camp X-Ray	Oct	17	2014	1.0	0.009837	0.009837	/title/tt2994190/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'War']	['nm4553019/', 'nm1818216/', 'nm1460812/', 'nm1928515/', 'nm3542722/', 'nm5424765/', 'nm0829576/', 'nm5754425/', 'nm3843144/', 'nm2849965/']	7.7	
4615	Special	Nov	21	2008	1.0	0.007202	0.026822	/title/tt0479162/?ref_=fn_al_tt_1	['English']	['UK']	['Comedy', 'Drama', 'Sci-Fi']	['nm0001650/', 'nm0085860/', 'nm0669681/', 'nm1151899/', 'nm0444940/', 'nm0005016/', 'nm0092026/', 'nm0201178/', 'nm0928795/', 'nm0026687/']	7.2	nm0664989
4616	The Sisterhood of Night	Apr	10	2015	1.0	0.00687	0.00687	/title/tt1015471/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Mystery', 'Thriller']	['nm1670137/', 'nm4442319/', 'nm0193879/', 'nm4609822/', 'nm0671980/', 'nm0292182/', 'nm1675596/', 'nm0400223/', 'nm6386589/', 'nm1559194/']	5.8	nm2022197
4617	Sparkler	Mar	19	1999	1.0	0.005494	0.005494	/title/tt0124137/?ref_=fn_al_tt_1	['Italian', 'French', 'English', 'Latin', 'Chinese']	['USA']	['Comedy', 'Drama']	['nm0653802/', 'nm0001021/', 'nm0367496/', 'nm0005085/', 'nm0677785/', 'nm0005327/', 'nm0553036/', 'nm0951471/', 'nm0869721/', 'nm0503755/']	6.3	nm0258418
4618	The Helix... Loaded	Mar	18	2005	1.0	0.0037	0.0037	/title/tt0401462/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Comedy']	['nm0002800/', 'nm0406678/', 'nm0227648/', 'nm1595348/', 'nm0940561/', 'nm1603147/', 'nm1603163/', 'nm1603142/', 'nm0410145/', 'nm1169672/']	5.6	nm0414795
4619	Childless	May	15	2015	1.0	0.001036	0.001036	/title/tt0867270/?ref_=fn_al_tt_1	['English', 'Hebrew']	['USA']	['Drama']	['nm0001347/', 'nm0001505/', 'nm0893204/', 'nm0622553/', 'nm0237849/', 'nm0048610/', 'nm0189584/', 'nm8910734/', 'nm8910735/', '']	6.1	
4620	In Her Line of Fire	Apr	21	2006	1.0	0.000884	0.000884	/title/tt0487156/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Drama']	['nm0000446/', 'nm0001418/', 'nm0587778/', 'nm0071825/', 'nm0414070/', 'nm0535741/', 'nm0435360/', 'nm2089301/', 'nm0622532/', 'nm0222313/']	7.2	nm0128452
4621	The Jimmy Show	Dec	13	2002	1.0	0.000703	0.000703	/title/tt0271020/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama']	['nm0001844/', 'nm0001303/', 'nm0000160/', 'nm0169565/', 'nm1119737/', 'nm0064282/', 'nm1144451/', 'nm1160841/', 'nm1929094/', 'nm0217456/']	5.4	nm2411837
4622	Heli	Dec	31	2013	1.0	0.0	0.552614	/name/nm0000918/?ref_=fn_al_nm_1	['English']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	6.6	nm0817878
4623	Karachi se Lahore	Dec	31	2015	1.0	0.0	0.017721	/title/tt4590482/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Comedy', 'Family']	['nm6679773/', 'nm3219800/', 'nm7249448/', 'nm6254422/', 'nm7249450/', 'nm7249449/', 'nm2727191/', 'nm0790863/', 'nm7249447/', 'nm7249446/']	5.7	nm0101385
4624	Loving Annabelle	Dec	31	2006	1.0	0.0	0.005382	/title/tt0323120/?ref_=fn_al_tt_1	['English']	['Italy', 'France', '']	['Drama', 'Romance']	['nm1480430/', 'nm0301157/', 'nm0106549/', 'nm0394889/', 'nm2084329/', 'nm0333778/', 'nm0002994/', 'nm0281074/', 'nm0846699/', 'nm0005185/']	5.9	nm0001115
4625	Frat Party	Dec	1	2009	1.0	0.0	0.0	/title/tt1414361/?ref_=fn_al_tt_1	['French']	['USA']	['Comedy']	['nm1357477/', 'nm2225627/', 'nm1237494/', 'nm0562674/', 'nm0506373/', 'nm1620807/', 'nm2097656/', 'nm1631505/', 'nm0107808/', 'nm2651297/']	7.5	nm1906442
4626	Jimmy and Judy	Sep	15	2006	1.0	0.0	0.0	/title/tt0425151/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0000411/', 'nm0068622/', 'nm0006669/', 'nm0248698/', 'nm0832562/', 'nm1015096/', 'nm0118568/', 'nm0175076/', 'nm1531996/', 'nm0109956/']	7.7	nm1006419
4627	The Party's Over	Oct	24	2003	1.0	0.0	0.0	/title/tt0060816/?ref_=fn_al_tt_1	['English']	['UK']	['Drama']	['nm0001657/', 'nm0202849/', 'nm0528611/', 'nm0940890/', 'nm0814798/', 'nm0695511/', 'nm0115191/', 'nm0122254/', 'nm0560795/', 'nm0731727/']	7.0	nm1880561
4628	The Poker House	Jul	17	2009	1.0	0.0	0.0	/title/tt1014806/?ref_=fn_al_tt_1	['English']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	7.4	nm1301035
4629	Proud	Sep	23	2005	1.0	0.0	0.0	/title/tt0393616/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm1117385/', 'nm0046770/', 'nm1483939/', 'nm2105009/', 'nm0001115/', 'nm0367510/', 'nm1058498/', 'nm0399494/', 'nm3491164/', 'nm1653125/']	7.6	nm0276349
4630	Steppin: The Movie	Dec	31	2008	1.0	0.0	0.0	/title/tt0826751/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Music']	['nm0427358/', 'nm0679690/', 'nm1179717/', 'nm0026364/', 'nm0043041/', 'nm1095259/', 'nm1548517/', 'nm0277727/', 'nm1212896/', 'nm0339793/']	6.4	nm2153088
4631	Zombies of Mass Destruction	Jan	29	2010	1.0	0.0	0.0	/title/tt1134674/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Horror', 'Sci-Fi']	['nm2819464/', 'nm2825446/', 'nm2819550/', 'nm1428690/', 'nm1834899/', 'nm0581854/', 'nm0424289/', 'nm2832103/', 'nm0421764/', 'nm2819450/']	6.8	nm0123009
4632	Snow White: A Deadly Summer	Mar	20	2012	1.0	0.0	0.0	/title/tt2149137/?ref_=fn_al_tt_1	['English']	['France', 'Italy']	['Horror']	['nm2632793/', 'nm0566572/', 'nm0000616/', 'nm0008543/', 'nm0226326/', 'nm4312583/', 'nm4546033/', 'nm0779292/', 'nm4823550/', 'nm4109208/']	7.4	nm0304636
4633	Truth or Die	Oct	9	2012	1.0	0.0	0.0	/title/tt1838722/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Mystery']	['nm3379711/', 'nm2107665/', 'nm2807846/', 'nm0355574/', 'nm3262524/', 'nm3657218/', 'nm1961009/', 'nm0881025/', 'nm0827664/', 'nm2845631/']	6.5	nm0304637
4634	Black Rock	May	14	2013	1.0	0.0	0.0	/title/tt1930294/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Thriller']	['nm1051221/', 'nm1128572/', 'nm0098378/', 'nm3536375/', 'nm0667350/', 'nm1099663/', 'nm4942517/', 'nm3040628/', 'nm4942169/', 'nm4942077/']	6.0	nm0181903
4635	Hidden Away	Jan	7	2014	1.0	0.0	0.0	/title/tt3289362/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Drama', 'Romance']	['nm6043143/', 'nm6043142/', 'nm6403772/', 'nm6403774/', 'nm0905676/', 'nm0029962/', 'nm6403773/', 'nm6403775/', 'nm7407399/', 'nm7407400/']	7.3	nm0534665
4636	My Last Day Without You	Oct	4	2013	1.0	0.0	0.0	/title/tt1679248/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm2718512/', 'nm0146146/', 'nm0241222/', 'nm0167024/', 'nm1821298/', 'nm0287168/', 'nm4537136/', 'nm1285561/', 'nm2896101/', 'nm2872286/']	7.3	nm2178754
4637	Zombie Hunter	Oct	8	2013	1.0	0.0	0.0	/title/tt2446502/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Action', 'Comedy', 'Horror']	['nm0001803/', 'nm0178840/', 'nm3743828/', 'nm2611883/', 'nm2673512/', 'nm5678768/', 'nm1315949/', 'nm4695830/', 'nm4594105/', 'nm2369044/']	6.1	nm3873210
4638	Doc Holliday's Revenge	Dec	31	2014	1.0	0.0	0.0	/title/tt3359872/?ref_=fn_al_tt_1	['English']	['USA']	['Western']	['nm0001530/', 'nm0000616/', 'nm0000297/', 'nm2960300/', 'nm2598230/', 'nm2013677/', 'nm3702531/', 'nm5409267/', '', '']	6.5	nm0074566
4639	A Fine Step	Jun	24	2014	1.0	0.0	0.0	/title/tt1604100/?ref_=fn_al_tt_1	['English', 'Swahili']	['USA']	['Drama']	['nm0000580/', 'nm0000800/', 'nm0196592/', 'nm3970150/', 'nm0007237/', 'nm2058531/', 'nm0534319/', 'nm1682573/', 'nm3966808/', 'nm4323940/']	6.0	nm1757667
4640	Fear Clinic	Feb	10	2015	1.0	0.0	0.0	/title/tt2165765/?ref_=fn_al_tt_1	[]	['USA']	['Horror']	['nm0000387/', 'nm1875040/', 'nm3037819/', 'nm1671147/', 'nm0852173/', 'nm0066447/', 'nm0604507/', 'nm0300824/', 'nm2942047/', 'nm0215281/']	8.7	nm0874320
4641	The Pet	Mar	10	2015	1.0	0.0	0.0	/title/tt0825728/?ref_=fn_al_tt_1	['English']	['', 'USA', 'Germany']	['Drama', 'Thriller']	['nm0241295/', 'nm1274267/', 'nm7582538/', 'nm1156730/', 'nm2019709/', 'nm1796806/', 'nm1957243/', 'nm0509370/', 'nm2316209/', 'nm2322941/']	5.3	nm0027164
4642	Bang Bang Baby	Dec	31	2014	1.0	0.0	0.0	/title/tt2655734/?ref_=fn_al_tt_1	['English']	['Australia', 'USA']	['Drama', 'Fantasy', 'Musical']	['nm3994408/', 'nm0154226/', 'nm0001780/', 'nm2106870/', 'nm0423627/', 'nm0741302/', 'nm0998489/', 'nm0052103/', 'nm0560045/', 'nm0191526/']	6.4	nm0174913
4643	1982	Mar	1	2016	1.0	0.0	0.0	/title/tt2388621/?ref_=fn_al_tt_1	['English', 'Italian']	['USA']	['Drama']	['nm0940158/', 'nm0004991/', 'nm0495095/', 'nm1043164/', 'nm0103750/', 'nm0589077/', 'nm2466842/', 'nm0005264/', 'nm0002039/', 'nm1104232/']	6.6	nm1162230
4644	The Horror Network	Oct	27	2015	1.0	0.0	0.0	/title/tt3034146/?ref_=fn_al_tt_1	['English']	['USA']	['Horror']	['nm6329681/', 'nm6329682/', 'nm3175916/', 'nm2849114/', 'nm3274455/', 'nm8651366/', 'nm5782306/', 'nm3837220/', 'nm5782307/', 'nm5451790/']	7.1	nm0024912
4645	Chemical Cut	Dec	31	2016	1.0	0.0	0.0	/title/tt3406296/?ref_=fn_al_tt_1	['English']	['USA']	['Drama']	['nm0182661/', 'nm1824934/', 'nm5484139/', 'nm3108764/', 'nm1143722/', 'nm5662437/', 'nm4537281/', 'nm5465066/', 'nm4664862/', 'nm0762106/']	8.4	nm0002031
4646	American Hero	Dec	11	2015	1.0	0.0	0.0	/name/nm0029875/?ref_=fn_al_nm_1	['English', 'Korean']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	5.8	nm0000814
4647	Por amor en el caserio	Dec	22	2015	1.0	0.0	0.0	/title/tt3107890/?ref_=fn_al_tt_1	['Italian']	[]	['Action', 'Drama', 'Romance']	['nm6004391/', 'nm3182277/', 'nm6004392/', 'nm7141582/', 'nm0225049/', 'nm5389928/', 'nm7141584/', 'nm6239245/', 'nm4562163/', '']	5.8	nm0068587
4648	And Then Came Love	Jun	1	2007	0.989	0.008158	0.008158	/title/tt0825346/?ref_=fn_al_tt_1	['English']	['UK']	['Comedy', 'Romance']	['nm0001853/', 'nm0199823/', 'nm0090225/', 'nm2324237/', 'nm1636752/', 'nm0457755/', 'nm1924738/', 'nm0818880/', 'nm2321933/', 'nm3228504/']	6.1	nm0724798
4649	Hard Candy	Apr	14	2006	0.95	1.02464	8.267066	/title/tt0424136/?ref_=fn_al_tt_1	['Hindi', 'Sanskrit']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0933940/', 'nm0680983/', 'nm0644897/', 'nm1230874/', 'nm1058259/', '', '', '', '', '']	5.7	nm0300174
4650	Charly	Sep	27	2002	0.95	0.814666	0.814666	/title/tt0062794/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance', 'Sci-Fi']	['nm0731772/', 'nm0001954/', 'nm0803785/', 'nm0417824/', 'nm0925418/', 'nm0887694/', 'nm0573595/', 'nm0551949/', 'nm0245477/', 'nm0604581/']	6.4	nm0000217
4651	Trance	Dec	31	2010	0.95	0.0	11.784772	/title/tt1924429/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Mystery']	['nm0564215/', 'nm0001993/', 'nm0206257/', 'nm0764527/', 'nm0189225/', 'nm4594320/', 'nm5584130/', 'nm3095562/', 'nm0475336/', 'nm0787237/']	6.7	nm0346550
4652	Banshee Chapter	Jan	10	2014	0.95	0.0	0.078122	/title/tt2011276/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Sci-Fi', 'Thriller']	['nm2316016/', 'nm0505971/', 'nm0573354/', 'nm0602161/', 'nm3156214/', 'nm1017206/', 'nm2964889/', 'nm1080822/', 'nm0827429/', 'nm2359631/']	6.1	nm0906548
4653	Jesse	Aug	12	2014	0.95	0.0	0.0	/name/nm0004754/?ref_=fn_al_nm_1	['French', 'Songhay', 'English', 'Bambara', 'Tamashek']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	6.4	nm0662086
4654	Ask Me Anything	Mar	3	2015	0.95	0.0	0.0	/title/tt2505294/?ref_=fn_al_tt_1	['English']	['Italy', 'Spain', '']	['Drama']	['nm1429380/', 'nm0353243/', 'nm2952467/', 'nm0001598/', 'nm0733196/', 'nm0000225/', 'nm0931090/', 'nm3083571/', 'nm0519043/', 'nm0000640/']	7.3	nm0001102
4655	L!fe Happens	Apr	13	2012	0.93	0.030905	0.030905	/title/tt1726589/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy']	['nm1269983/', 'nm0098378/', 'nm1377375/', 'nm0836176/', 'nm0005095/', 'nm3422132/', 'nm0767242/', 'nm0005060/', 'nm1711052/', 'nm0004755/']	7.3	nm0950109
4656	Food Chains	Nov	21	2014	0.913	0.0	0.0	/title/tt2141739/?ref_=fn_al_tt_1	['English']	['Canada', 'India']	['Documentary', 'News']	['nm0258127/', 'nm4817778/', 'nm0400088/', 'nm0447884/', 'nm0447881/', 'nm0519456/', 'nm0554976/', 'nm1906802/', 'nm0001845/', '']	6.6	nm0000850
4657	On the Waterfront	Jul	28	1954	0.91	9.6	9.6	/title/tt0047296/?ref_=fn_al_tt_1	[]	['USA']	['Crime', 'Drama', 'Thriller']	['nm0000008/', 'nm0001500/', 'nm0002011/', 'nm0001768/', 'nm0377416/', 'nm0002063/', 'nm0922599/', 'nm0301977/', 'nm0561157/', 'nm0357910/']	4.6	nm0905592
4658	Fruitvale Station	Jul	12	2013	0.9	16.098998	17.549645	/title/tt2334649/?ref_=fn_al_tt_1	['French']	['USA']	['Biography', 'Drama', 'Romance']	['nm0430107/', 'nm0246686/', 'nm0818055/', 'nm0243806/', 'nm0614877/', 'nm1501738/', 'nm4578163/', 'nm5462940/', 'nm2610036/', 'nm2824330/']		nm0645549
4659	Meet the Blacks	Apr	1	2016	0.9	9.097072	9.097072	/title/tt4191580/?ref_=fn_al_tt_1	['English', 'German', 'French']	['USA']	['Comedy', 'Horror']	['nm0258402/', 'nm0654139/', 'nm1748489/', 'nm2620667/', 'nm1328793/', 'nm0600763/', 'nm0614151/', 'nm1971070/', 'nm4392718/', 'nm1089417/']	7.2	nm0161834
4660	Circumstance	Aug	26	2011	0.9	0.454121	0.958978	/title/tt1684628/?ref_=fn_al_tt_1	['Slovenian']	['USA']	['Drama']	['nm3970988/', 'nm3972775/', 'nm2872129/', 'nm4196514/', 'nm0657125/', 'nm0054560/', 'nm4825711/', 'nm3680694/', 'nm2019522/', 'nm2379951/']	6.4	nm0000540
4661	The Quiet	Aug	25	2006	0.9	0.38142	0.38142	/title/tt0414951/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0193846/', 'nm0004741/', 'nm0004908/', 'nm0233027/', 'nm0039162/', 'nm1737500/', 'nm0302356/', 'nm0940990/', 'nm1883837/', 'nm2360423/']	6.6	nm0916271
